id,inventory_item_id,transaction_type,quantity_delta,balance_after,reference,notes,occurred_at,created_by,created_at
81348da7-a52b-5d0d-a244-e37183d82331,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-283.621,9800.888,ISS-RM-ALU-ALLOY-2026-09-03,Issued to production.,2026-09-03T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
43feea53-44f5-5082-857b-ee3c1f9d000d,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-291.021,10084.509,ISS-RM-ALU-ALLOY-2026-09-02,Issued to production.,2026-09-02T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
70eab268-b9eb-54dd-bd3c-58f18627aab1,2169381c-ff2a-59b4-8908-ddc43a2269dd,RECEIPT,4752.248,10375.53,GRN-RM-ALU-ALLOY-2026-09-02,Goods received from Lumière Métaux SA.,2026-09-02T10:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
8dafc7b7-c7c5-5299-ac6c-dffaf0e7088e,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-319.616,5623.282,ISS-RM-ALU-ALLOY-2026-09-01,Issued to production.,2026-09-01T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
b3119369-4636-5847-a134-013f6529e620,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-358.595,5942.898,ISS-RM-ALU-ALLOY-2026-08-31,Issued to production.,2026-08-31T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
1f6bf482-6cec-544c-9d76-c61a0667a4f0,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-328.467,6301.493,ISS-RM-ALU-ALLOY-2026-08-29,Issued to production.,2026-08-29T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
4a424e0a-3bdd-546c-8dd0-b3a885939509,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-307.019,6629.96,ISS-RM-ALU-ALLOY-2026-08-28,Issued to production.,2026-08-28T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
3eb789aa-d420-52d0-be96-b8c90e4c4674,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-308.407,6936.979,ISS-RM-ALU-ALLOY-2026-08-27,Issued to production.,2026-08-27T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
b589ca54-d457-5aa5-86eb-e04d337da69a,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-312.811,7245.386,ISS-RM-ALU-ALLOY-2026-08-26,Issued to production.,2026-08-26T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
b7007649-cf5b-5623-8941-bc2114724972,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-309.219,7558.197,ISS-RM-ALU-ALLOY-2026-08-25,Issued to production.,2026-08-25T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
9ab6427c-a274-535e-bdbe-5df980f1a6c8,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-345.013,7867.416,ISS-RM-ALU-ALLOY-2026-08-24,Issued to production.,2026-08-24T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
aa8119bc-1953-517a-9d68-1560246c7015,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-319.917,8212.429,ISS-RM-ALU-ALLOY-2026-08-22,Issued to production.,2026-08-22T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
25159797-b269-5c8f-a47d-50a45efbc1de,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-350.276,8532.346,ISS-RM-ALU-ALLOY-2026-08-21,Issued to production.,2026-08-21T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
25126a1c-9be3-51d9-996a-23755ca8ec87,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-347.872,8882.622,ISS-RM-ALU-ALLOY-2026-08-20,Issued to production.,2026-08-20T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
2f936f19-866c-51b9-8de2-925dc630e45f,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-287.292,9230.494,ISS-RM-ALU-ALLOY-2026-08-19,Issued to production.,2026-08-19T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
40f0af12-57f1-5304-b345-b961bbf2e5dd,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-325.395,9517.786,ISS-RM-ALU-ALLOY-2026-08-18,Issued to production.,2026-08-18T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
8dbcb10d-39fb-58fb-a120-18960f51afd9,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-347.95,9843.181,ISS-RM-ALU-ALLOY-2026-08-17,Issued to production.,2026-08-17T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
1d942836-0ad9-5b4d-8a0c-ccec0e3fb374,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-318.592,10191.131,ISS-RM-ALU-ALLOY-2026-08-15,Issued to production.,2026-08-15T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
f99c81f7-1eae-51fd-8947-308cb652e20f,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-266.965,10509.723,ISS-RM-ALU-ALLOY-2026-08-14,Issued to production.,2026-08-14T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
8e997d12-b18e-5f32-a7cc-cea0e677e373,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-363.693,10776.688,ISS-RM-ALU-ALLOY-2026-08-13,Issued to production.,2026-08-13T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
b3fcdb2f-dc7c-5ebd-aa6e-2aff2bc24d19,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-282.319,11140.381,ISS-RM-ALU-ALLOY-2026-08-12,Issued to production.,2026-08-12T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
1e565d8c-65a5-57de-a387-6dc7542f3a48,2169381c-ff2a-59b4-8908-ddc43a2269dd,RECEIPT,4240.47,11422.7,GRN-RM-ALU-ALLOY-2026-08-12,Goods received from Lumière Métaux SA.,2026-08-12T10:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
c147ed53-5e58-5d97-b0f8-7cf89623ce7b,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-305.659,7182.23,ISS-RM-ALU-ALLOY-2026-08-11,Issued to production.,2026-08-11T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
43b25aa8-971c-57f2-b7f8-402041025010,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-285.851,7487.889,ISS-RM-ALU-ALLOY-2026-08-10,Issued to production.,2026-08-10T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
1e5e662d-a257-5301-8bb2-781059fc5ba4,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-265.422,7773.74,ISS-RM-ALU-ALLOY-2026-08-08,Issued to production.,2026-08-08T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
708fe944-67a6-568f-b779-38c2d1ceda90,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-339.983,8039.162,ISS-RM-ALU-ALLOY-2026-08-07,Issued to production.,2026-08-07T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
cfdf2752-e639-5ccc-a8ad-307388968915,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-298.671,8379.145,ISS-RM-ALU-ALLOY-2026-08-06,Issued to production.,2026-08-06T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
429d30b4-799e-5136-aa93-5d36feb3944b,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-307.14,8677.816,ISS-RM-ALU-ALLOY-2026-08-05,Issued to production.,2026-08-05T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
a1046a5e-1819-5dfc-8a90-17d077cfe144,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-321.927,8984.956,ISS-RM-ALU-ALLOY-2026-08-04,Issued to production.,2026-08-04T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
c3c2d4fc-1c42-519b-86a6-84107f5939fe,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-291.923,9306.883,ISS-RM-ALU-ALLOY-2026-08-03,Issued to production.,2026-08-03T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
ae0f3b07-024d-513e-a0bd-908fb8143be6,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-288.809,9598.806,ISS-RM-ALU-ALLOY-2026-08-01,Issued to production.,2026-08-01T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
6f27889f-045d-5d21-aace-21884cdface0,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-332.957,9887.615,ISS-RM-ALU-ALLOY-2026-07-31,Issued to production.,2026-07-31T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
fce5b4db-8525-5656-b320-100a4bc979f3,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-273.154,10220.572,ISS-RM-ALU-ALLOY-2026-07-30,Issued to production.,2026-07-30T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
e2d50a3b-ed6e-505c-8473-1c5ccc49119d,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-274.747,10493.726,ISS-RM-ALU-ALLOY-2026-07-29,Issued to production.,2026-07-29T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
d217dd37-5956-573a-a70d-2f9eb0f31f25,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-332.622,10768.473,ISS-RM-ALU-ALLOY-2026-07-28,Issued to production.,2026-07-28T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
5045419e-9f76-5140-93f6-a662997f28e3,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-322.282,11101.095,ISS-RM-ALU-ALLOY-2026-07-27,Issued to production.,2026-07-27T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
9d8d9c9f-9d8c-5745-91da-b300df57256d,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-282.228,11423.377,ISS-RM-ALU-ALLOY-2026-07-25,Issued to production.,2026-07-25T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
605380ad-d828-54f9-948b-489063bd1478,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-284.471,11705.605,ISS-RM-ALU-ALLOY-2026-07-24,Issued to production.,2026-07-24T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
fb2027ce-7d46-5314-a0a8-db01068b520c,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-293.277,11990.076,ISS-RM-ALU-ALLOY-2026-07-23,Issued to production.,2026-07-23T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
cc27a516-25f8-51c3-a590-592dfa83665b,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-283.341,12283.353,ISS-RM-ALU-ALLOY-2026-07-22,Issued to production.,2026-07-22T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
a3bcf520-51ba-5c85-8716-d7298f5642ca,2169381c-ff2a-59b4-8908-ddc43a2269dd,RECEIPT,4248.852,12566.694,GRN-RM-ALU-ALLOY-2026-07-22,Goods received from Lumière Métaux SA.,2026-07-22T10:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
780d5194-d0d7-5ec4-b887-1406498b60cc,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-331.917,8317.842,ISS-RM-ALU-ALLOY-2026-07-21,Issued to production.,2026-07-21T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
d293f639-64c3-5aae-a2f4-99986679ef23,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-315.431,8649.759,ISS-RM-ALU-ALLOY-2026-07-20,Issued to production.,2026-07-20T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
c6fd57a1-76f7-5f59-bfe2-ba5da4cdb6c6,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-344.28,8965.19,ISS-RM-ALU-ALLOY-2026-07-18,Issued to production.,2026-07-18T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
85f87d83-8275-5ce2-a3c1-c499b4809d0b,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-362.435,9309.47,ISS-RM-ALU-ALLOY-2026-07-17,Issued to production.,2026-07-17T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
992db8da-9c8f-5e41-a2ae-f5715f463911,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-348.256,9671.905,ISS-RM-ALU-ALLOY-2026-07-16,Issued to production.,2026-07-16T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
26594ac3-c19c-5a26-bc02-f6b49e5197d6,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-269.91,10020.161,ISS-RM-ALU-ALLOY-2026-07-15,Issued to production.,2026-07-15T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
9ec5c75e-32ed-5de7-82ee-96646bc67b19,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-357.809,10290.071,ISS-RM-ALU-ALLOY-2026-07-14,Issued to production.,2026-07-14T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
88d6d312-67b3-597e-b51a-4aad3e823c3b,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-287.034,10647.88,ISS-RM-ALU-ALLOY-2026-07-13,Issued to production.,2026-07-13T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
95828bc3-d908-5dac-82d5-17db8b9eb516,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-344.464,10934.914,ISS-RM-ALU-ALLOY-2026-07-11,Issued to production.,2026-07-11T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
d840cf18-6917-527a-8a32-14e9f277ba82,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-326.612,11279.378,ISS-RM-ALU-ALLOY-2026-07-10,Issued to production.,2026-07-10T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
fd9728cb-1973-5d19-8dd2-541f425cac9c,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-319.889,11605.99,ISS-RM-ALU-ALLOY-2026-07-09,Issued to production.,2026-07-09T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
2fea087b-1472-5070-ba05-6c622f5519e3,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-361.778,11925.879,ISS-RM-ALU-ALLOY-2026-07-08,Issued to production.,2026-07-08T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
1c64f983-042f-5564-a4fc-cb66ee6915dd,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-353.961,12287.657,ISS-RM-ALU-ALLOY-2026-07-07,Issued to production.,2026-07-07T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
b48841d7-7773-5992-8827-30edb5547fb8,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-272.624,12641.618,ISS-RM-ALU-ALLOY-2026-07-06,Issued to production.,2026-07-06T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
2ba764e4-5b00-5978-8375-9e2c6c9ad512,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-312.215,12914.242,ISS-RM-ALU-ALLOY-2026-07-04,Issued to production.,2026-07-04T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
9fa81e3c-dca2-515a-b45b-26a36f1a9097,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-350.644,13226.457,ISS-RM-ALU-ALLOY-2026-07-03,Issued to production.,2026-07-03T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
c5ad5c20-a283-5eeb-86ef-ce8253d17bd3,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-310.84,13577.101,ISS-RM-ALU-ALLOY-2026-07-02,Issued to production.,2026-07-02T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
5005993d-2761-57cc-9260-e56048722762,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-352.752,13887.941,ISS-RM-ALU-ALLOY-2026-07-01,Issued to production.,2026-07-01T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
17a1b421-b47b-5607-acd2-13a0c2a10cbf,2169381c-ff2a-59b4-8908-ddc43a2269dd,RECEIPT,4674.024,14240.693,GRN-RM-ALU-ALLOY-2026-07-01,Goods received from Lumière Métaux SA.,2026-07-01T10:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
ca31a5f2-6ad1-539b-a665-9742583e2856,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-308.44,9566.669,ISS-RM-ALU-ALLOY-2026-06-30,Issued to production.,2026-06-30T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
d0339227-0db2-552e-87a7-62733ededf9c,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-337.125,9875.109,ISS-RM-ALU-ALLOY-2026-06-29,Issued to production.,2026-06-29T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
9ce61f28-847f-5c5c-9d6d-4a9524de0729,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-303.166,10212.234,ISS-RM-ALU-ALLOY-2026-06-27,Issued to production.,2026-06-27T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
6e2b8de7-cc82-5d96-8def-68247285eb54,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-344.486,10515.4,ISS-RM-ALU-ALLOY-2026-06-26,Issued to production.,2026-06-26T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
1d58f2cb-f857-55dd-8c30-82213ce8cf7f,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-301.574,10859.886,ISS-RM-ALU-ALLOY-2026-06-25,Issued to production.,2026-06-25T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
514cb6cf-7cfd-5929-926f-4393ea3bbc7e,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-298.138,11161.46,ISS-RM-ALU-ALLOY-2026-06-24,Issued to production.,2026-06-24T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
0fe45597-279f-5241-99f6-94de925b9175,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-276.507,11459.598,ISS-RM-ALU-ALLOY-2026-06-23,Issued to production.,2026-06-23T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
da142ed6-2540-5e0b-a7de-24787d98c832,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-267.692,11736.105,ISS-RM-ALU-ALLOY-2026-06-22,Issued to production.,2026-06-22T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
27024c53-479d-53b4-a8b6-1a9c0a953a77,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-363.78,12003.797,ISS-RM-ALU-ALLOY-2026-06-20,Issued to production.,2026-06-20T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
36c9e595-265b-52d3-b2c1-26aeaa343d82,2169381c-ff2a-59b4-8908-ddc43a2269dd,ADJUSTMENT,36.675,12367.577,ADJ-RM-ALU-ALLOY-2026-06-20,Stock-take correction.,2026-06-20T08:00:00+00:00,d5f14249-fde0-5187-ad97-ba8997afcc3d,2026-09-06T09:02:29.920757+00:00
81b17391-9048-5a29-b5c9-73d4d4475d39,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-321.139,12330.902,ISS-RM-ALU-ALLOY-2026-06-19,Issued to production.,2026-06-19T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
a013f796-89c9-5a58-8834-7687940fc30a,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-306.275,12652.041,ISS-RM-ALU-ALLOY-2026-06-18,Issued to production.,2026-06-18T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
c7325efb-c73a-533c-a38e-88b3dc382541,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-362.821,12958.316,ISS-RM-ALU-ALLOY-2026-06-17,Issued to production.,2026-06-17T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
37ad3238-d36a-5961-810f-c35986caa95b,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-299.53,13321.137,ISS-RM-ALU-ALLOY-2026-06-16,Issued to production.,2026-06-16T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
1f3b6d65-6e6e-5833-93d0-f80561028c4b,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-264.576,13620.667,ISS-RM-ALU-ALLOY-2026-06-15,Issued to production.,2026-06-15T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
489d999e-3d3d-5b6e-9ef0-43cd84c65632,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-305.218,13885.243,ISS-RM-ALU-ALLOY-2026-06-13,Issued to production.,2026-06-13T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
a052fe54-a955-562a-a48a-fd7346296ca6,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-318.538,14190.461,ISS-RM-ALU-ALLOY-2026-06-12,Issued to production.,2026-06-12T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
70627050-858e-576c-8e5a-07bd6500c4ae,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-358.349,14508.999,ISS-RM-ALU-ALLOY-2026-06-11,Issued to production.,2026-06-11T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
66a54eb5-e04a-522f-86e2-6e919b4e1b0f,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-267.007,14867.348,ISS-RM-ALU-ALLOY-2026-06-10,Issued to production.,2026-06-10T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
f8c02eb2-29e1-55cf-ab75-fa48f2451cfe,2169381c-ff2a-59b4-8908-ddc43a2269dd,RECEIPT,4119.611,15134.355,GRN-RM-ALU-ALLOY-2026-06-10,Goods received from Lumière Métaux SA.,2026-06-10T10:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
73543f94-12f1-5ed6-a73d-f2c790fd6b5d,2169381c-ff2a-59b4-8908-ddc43a2269dd,ISSUE,-304.71,11014.744,ISS-RM-ALU-ALLOY-2026-06-09,Issued to production.,2026-06-09T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
9f92e7ed-9927-5fa8-b3cb-5f7200c6a2b5,85425f6f-ffed-56ea-a8f8-263478f41706,ISSUE,-707.939,27800.0,ISS-RM-CAST-IRON-2026-09-05,Issued to production.,2026-09-05T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
4bdd49e4-3de5-5a99-8a78-d8befc3226e9,85425f6f-ffed-56ea-a8f8-263478f41706,ISSUE,-637.468,28507.939,ISS-RM-CAST-IRON-2026-09-04,Issued to production.,2026-09-04T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
1908e1ae-7f6d-52b4-9702-d168dd143d6a,85425f6f-ffed-56ea-a8f8-263478f41706,ISSUE,-730.244,29145.407,ISS-RM-CAST-IRON-2026-09-03,Issued to production.,2026-09-03T14:00:00+00:00,a3326004-c6ac-5617-a46c-ac7418e1b55c,2026-09-06T09:02:29.920757+00:00
